airbnb_name,host_id,Neighborhood_Group,Neighborhood,Lat,Lon,room_type,price,min_nights,availability_365,Census_Year,Population
Sunny Warm Quiet NYC Retreat,7474069.0,Manhattan,Washington Heights,40.84686,-73.94181,Private room,70.0,2.0,244.0,2019.0,204096.0
Manhattan apt in the best part of NYC,53887230.0,Manhattan,Washington Heights,40.85042,-73.93649,Entire home/apt,120.0,5.0,231.0,2019.0,204096.0
Great affordable room 2,42421006.0,Manhattan,Washington Heights,40.84859,-73.942,Private room,75.0,1.0,56.0,2019.0,204096.0
4th floor art,183707967.0,Manhattan,Washington Heights,40.85277,-73.92916,Entire home/apt,120.0,2.0,365.0,2019.0,204096.0
"private room in clean, homey apartment",3147746.0,Manhattan,Washington Heights,40.8444,-73.93654000000001,Private room,27.0,29.0,124.0,2019.0,204096.0
Fully Furnished Luk Room including Air Conditiner!,5986790.0,Manhattan,Washington Heights,40.835679999999996,-73.94457,Private room,40.0,31.0,130.0,2019.0,204096.0
Large Sunny Room in NYC,73881521.0,Manhattan,Washington Heights,40.84616,-73.93855,Private room,60.0,10.0,310.0,2019.0,204096.0
Temporary habitat home,43128266.0,Manhattan,Washington Heights,40.83379,-73.94141,Shared room,36.0,1.0,324.0,2019.0,204096.0
Spacious private bedroom upper manhattan NYC,4711282.0,Manhattan,Washington Heights,40.85015,-73.93863,Private room,70.0,1.0,97.0,2019.0,204096.0
Large Private Bedroom on the River,6388652.0,Manhattan,Washington Heights,40.83871,-73.9468,Private room,58.0,3.0,275.0,2019.0,204096.0
"Sunny, Comfortable Room in Historic Heights!",271391825.0,Manhattan,Washington Heights,40.846379999999996,-73.93845999999999,Private room,46.0,2.0,121.0,2019.0,204096.0
"airy, earthy room in artistic apt",34322623.0,Manhattan,Washington Heights,40.85133,-73.93844,Private room,80.0,2.0,326.0,2019.0,204096.0
Beautiful Manhattan TOWNHOUSE APARTMENT w Deck,779474.0,Manhattan,Washington Heights,40.83515,-73.94178000000001,Entire home/apt,128.0,3.0,236.0,2019.0,204096.0
Cozy private room in beautiful apt,1668930.0,Manhattan,Washington Heights,40.850840000000005,-73.94125,Private room,72.0,2.0,311.0,2019.0,204096.0
Cozy Sofa Bed in Upper Manhattan,3372118.0,Manhattan,Washington Heights,40.84133,-73.93739000000001,Shared room,50.0,1.0,188.0,2019.0,204096.0
CHARMING APT. IN MANHATTAN! 2 FULL BATH & 7 BEDS,257838704.0,Manhattan,Washington Heights,40.84237,-73.93914000000001,Entire home/apt,300.0,5.0,252.0,2019.0,204096.0
Cozy Affordable Room Available In NYC!!,24835471.0,Manhattan,Washington Heights,40.84359,-73.94134,Private room,40.0,3.0,70.0,2019.0,204096.0
Large bedroom with private  bathroom,224314859.0,Manhattan,Washington Heights,40.85358,-73.93526,Private room,90.0,3.0,82.0,2019.0,204096.0
Sunny/Spacious 2 Bedroom Washington Heights,7474069.0,Manhattan,Washington Heights,40.84656,-73.94143000000001,Entire home/apt,199.0,1.0,192.0,2019.0,204096.0
Large room near Columbia Medical school,176591085.0,Manhattan,Washington Heights,40.84554,-73.94282,Private room,48.0,1.0,176.0,2019.0,204096.0
"Comfy, Convenient, & Private Rm In Manhattan NYC",126155532.0,Manhattan,Washington Heights,40.85053,-73.93027,Private room,70.0,2.0,123.0,2019.0,204096.0
Small room near Columbia Uni med,176591085.0,Manhattan,Washington Heights,40.845209999999994,-73.9416,Private room,47.0,1.0,90.0,2019.0,204096.0
Very large room near CUMC,176591085.0,Manhattan,Washington Heights,40.84519,-73.941,Private room,50.0,1.0,270.0,2019.0,204096.0
Cool and comfortable room for rest and relaxation,3056690.0,Manhattan,Washington Heights,40.836870000000005,-73.94324,Private room,45.0,4.0,53.0,2019.0,204096.0
Cozy Sm Room Furnished!,5986790.0,Manhattan,Washington Heights,40.83532,-73.94428,Private room,47.0,5.0,272.0,2019.0,204096.0
âRoof views/Quick to Times Sq/NY Presby/Columbia â,22388757.0,Manhattan,Washington Heights,40.85114,-73.93754,Private room,55.0,2.0,169.0,2019.0,204096.0
Charming apartment in Manhattan!,11968765.0,Manhattan,Washington Heights,40.85338,-73.93231999999999,Private room,85.0,3.0,60.0,2019.0,204096.0
Furnished room in Washington Heights in 184st,241280089.0,Manhattan,Washington Heights,40.85156,-73.93035,Private room,37.0,15.0,350.0,2019.0,204096.0
Private Manhattan Studio on Harlem/Heights Border,1644999.0,Manhattan,Washington Heights,40.834559999999996,-73.9457,Entire home/apt,115.0,3.0,31.0,2019.0,204096.0
"Large 1 bdrm, River views!",160337.0,Manhattan,Washington Heights,40.83549,-73.94765,Entire home/apt,60.0,365.0,291.0,2019.0,204096.0
Female Roommate Needed for 5 months!,29277084.0,Manhattan,Washington Heights,40.84353,-73.94072,Private room,50.0,180.0,90.0,2019.0,204096.0
"GRAY MANHATTAN, BIG COZY ROOM IN A 3BEDRMS APART",47595754.0,Manhattan,Washington Heights,40.84577,-73.93731,Private room,70.0,7.0,356.0,2019.0,204096.0
My Place,218428676.0,Manhattan,Washington Heights,40.83912,-73.94327,Private room,140.0,1.0,363.0,2019.0,204096.0
"Cosy HUS Room, furnished & all utilities included!",5986790.0,Manhattan,Washington Heights,40.83383,-73.94469000000001,Private room,39.0,7.0,310.0,2019.0,204096.0
Spacious One-Bedroom apartment - Manhattan,212306955.0,Manhattan,Washington Heights,40.85508,-73.92779,Entire home/apt,110.0,2.0,157.0,2019.0,204096.0
Hudson Heights Art Deco,7629544.0,Manhattan,Washington Heights,40.85719,-73.93573,Private room,185.0,2.0,365.0,2019.0,204096.0
Warm and cozy,43128266.0,Manhattan,Washington Heights,40.83463,-73.94,Shared room,32.0,1.0,332.0,2019.0,204096.0
Spacious 2 Bedroom apartment in Washington Heights,8902883.0,Manhattan,Washington Heights,40.83729,-73.94372,Entire home/apt,85.0,30.0,147.0,2019.0,204096.0
The Best apartment in NYC for the Best guest!,174263749.0,Manhattan,Washington Heights,40.843579999999996,-73.94051,Private room,155.0,4.0,90.0,2019.0,204096.0
Big Manhattan room w. private bath,54130768.0,Manhattan,Washington Heights,40.85823,-73.93611999999999,Private room,95.0,1.0,158.0,2019.0,204096.0
The Suite Spot @ Washington Heights,51169036.0,Manhattan,Washington Heights,40.83473,-73.93858,Private room,77.0,1.0,228.0,2019.0,204096.0
Gâs NYC Airbnb,5313154.0,Manhattan,Washington Heights,40.835879999999996,-73.94095,Entire home/apt,199.0,30.0,98.0,2019.0,204096.0
Art Gallery  in Harlem,23152983.0,Manhattan,Washington Heights,40.83206,-73.94261,Entire home/apt,150.0,4.0,319.0,2019.0,204096.0
LANDMARK TOWNHOUSE IN HISTORIC DISTRICT,13392996.0,Manhattan,Washington Heights,40.8339,-73.9383,Entire home/apt,75.0,4.0,166.0,2019.0,204096.0
COMFY SOFA BED IN MY 1 BEDROOM APT!,40236486.0,Manhattan,Washington Heights,40.8398,-73.9385,Shared room,35.0,1.0,55.0,2019.0,204096.0
***Come Stay in Comfort while you Experience NYC**,151940941.0,Manhattan,Washington Heights,40.85117,-73.94344,Private room,55.0,3.0,251.0,2019.0,204096.0
"Bright, comfy, elegant room near Express Train",5334697.0,Manhattan,Washington Heights,40.840990000000005,-73.93694,Private room,73.0,5.0,228.0,2019.0,204096.0
"Huge Private Bedroom, Manhattan Washington Heights",3421779.0,Manhattan,Washington Heights,40.83856,-73.94185999999999,Private room,109.0,1.0,270.0,2019.0,204096.0
Spacious 3 bed suite next to transit NYC,233732841.0,Manhattan,Washington Heights,40.83397,-73.94541,Private room,35.0,1.0,80.0,2019.0,204096.0
"Perfect art filled space for small family or individual, in upper manhattan",34590955.0,Manhattan,Washington Heights,40.85295,-73.93595,Entire home/apt,250.0,2.0,67.0,2019.0,204096.0
Haven in the Heights,32788186.0,Manhattan,Washington Heights,40.85321,-73.93596,Shared room,35.0,1.0,33.0,2019.0,204096.0
Huge Upper Manhattan Apartment (1st),29178119.0,Manhattan,Washington Heights,40.83489,-73.94587,Private room,85.0,4.0,55.0,2019.0,204096.0
Gorgeous Room in Historic Townhouse,18150845.0,Manhattan,Washington Heights,40.83473,-73.93982,Private room,145.0,6.0,257.0,2019.0,204096.0
"""In the Heights"" Love: 2 Queen beds. beautiful br.",27973267.0,Manhattan,Washington Heights,40.85115,-73.93223,Private room,150.0,1.0,160.0,2019.0,204096.0
PRIVATE ROOM IN NEW YORK MANHATTAN,11725608.0,Manhattan,Washington Heights,40.83333,-73.94181999999999,Private room,53.0,3.0,117.0,2019.0,204096.0
Private shared space TV/WiFi included bus/train,226410935.0,Manhattan,Washington Heights,40.83815,-73.94385,Private room,40.0,3.0,129.0,2019.0,204096.0
"""In the Heights"" King Size Br w/shared baths.",27973267.0,Manhattan,Washington Heights,40.8509,-73.93345,Private room,75.0,1.0,84.0,2019.0,204096.0
Cheap bedroom with private half bath attached!,151291713.0,Manhattan,Washington Heights,40.85014,-73.93743,Private room,30.0,1.0,72.0,2019.0,204096.0
Cozy/Clean/ Private Bedroom in Uptown Manhattan.,12672019.0,Manhattan,Washington Heights,40.83766,-73.94045,Private room,65.0,5.0,255.0,2019.0,204096.0
COLUMBIA PRESBYTERIAN MED CTR *1 Bedroom* Apt,25237492.0,Manhattan,Washington Heights,40.84098,-73.94085,Entire home/apt,110.0,30.0,252.0,2019.0,204096.0
My home is open to everyone!,254382567.0,Manhattan,Washington Heights,40.84377,-73.93666,Private room,60.0,1.0,305.0,2019.0,204096.0
"Spacious Bedroom in Washington Heights, Manhattan",257221104.0,Manhattan,Washington Heights,40.83466,-73.94029,Private room,60.0,3.0,93.0,2019.0,204096.0
UPTOWN FABULOUS,3881467.0,Manhattan,Washington Heights,40.856120000000004,-73.93024,Private room,45.0,1.0,90.0,2019.0,204096.0
Large room near CUMC....,222749009.0,Manhattan,Washington Heights,40.84216,-73.94227,Private room,50.0,1.0,71.0,2019.0,204096.0
La ponderosa,8873749.0,Manhattan,Washington Heights,40.84966,-73.93945,Private room,40.0,2.0,291.0,2019.0,204096.0
"Bright, cozy and large room in Manhattan - ATrain",20579643.0,Manhattan,Washington Heights,40.83627,-73.94329,Private room,40.0,2.0,51.0,2019.0,204096.0
Big room prime location WaHe uptown manhattan,290845.0,Manhattan,Washington Heights,40.84387,-73.93969,Private room,59.0,1.0,293.0,2019.0,204096.0
Hudson COLUMBIA PRESBYTERIAN MED CTR * Studio Apt*,25237492.0,Manhattan,Washington Heights,40.84077,-73.93924,Entire home/apt,85.0,30.0,311.0,2019.0,204096.0
Commuter Studio,63300613.0,Manhattan,Washington Heights,40.84534,-73.93479,Shared room,125.0,2.0,126.0,2019.0,204096.0
Manhattan Gem-Space & Convenience,52203920.0,Manhattan,Washington Heights,40.8348,-73.94067,Entire home/apt,150.0,2.0,300.0,2019.0,204096.0
COLUMBIA PRESBYTERIAN MED CTR *ARIA* 1 Bedroom Apt,25237492.0,Manhattan,Washington Heights,40.84216,-73.94100999999999,Entire home/apt,95.0,30.0,322.0,2019.0,204096.0
Large room near Columbia uni med school,222749009.0,Manhattan,Washington Heights,40.84241,-73.94264,Private room,50.0,1.0,180.0,2019.0,204096.0
"One Room, In The Heights",13743148.0,Manhattan,Washington Heights,40.8429,-73.93858,Private room,65.0,1.0,310.0,2019.0,204096.0
Chic Upper West Side Suite,210634970.0,Manhattan,Washington Heights,40.83513,-73.94738000000001,Private room,99.0,2.0,283.0,2019.0,204096.0
Wonderful Charming Apt- Columbia University Area,40741349.0,Manhattan,Washington Heights,40.83705,-73.94083,Private room,60.0,1.0,341.0,2019.0,204096.0
"Lovely Private Room, 5 mins to Yankee Stadium!",270414511.0,Manhattan,Washington Heights,40.83325,-73.94034,Private room,84.0,1.0,39.0,2019.0,204096.0
Furnished Room/ 550/3,18212433.0,Manhattan,Washington Heights,40.85131,-73.93235,Private room,50.0,30.0,358.0,2019.0,204096.0
Lovely Walk Up in the Heights,5680409.0,Manhattan,Washington Heights,40.85672,-73.9302,Shared room,100.0,2.0,363.0,2019.0,204096.0
Private Room Available in nice apartment!,8351424.0,Manhattan,Washington Heights,40.83358,-73.94462,Private room,112.0,2.0,179.0,2019.0,204096.0
Nest,209332627.0,Manhattan,Washington Heights,40.855309999999996,-73.9283,Private room,75.0,2.0,58.0,2019.0,204096.0
Elegant Uptown Historic District Garden Apartment,361855.0,Manhattan,Washington Heights,40.834509999999995,-73.93885,Entire home/apt,275.0,3.0,277.0,2019.0,204096.0
Spacious and clean 1BR apt.  in Uptown Manhattan,216492330.0,Manhattan,Washington Heights,40.854279999999996,-73.93204,Entire home/apt,189.0,3.0,358.0,2019.0,204096.0
Charming 2 Bed apt/Uptown Manhattan,17713747.0,Manhattan,Washington Heights,40.85479,-73.93313,Entire home/apt,150.0,5.0,37.0,2019.0,204096.0
Upscale in The Heights,37055110.0,Manhattan,Washington Heights,40.844429999999996,-73.94118,Private room,102.0,2.0,178.0,2019.0,204096.0
Comfortable New York City Apartment,826553.0,Manhattan,Washington Heights,40.85461,-73.92668,Entire home/apt,80.0,4.0,56.0,2019.0,204096.0
Comfort in Quaint Jewel of Hudson Heights,840868.0,Manhattan,Washington Heights,40.85112,-73.93851,Entire home/apt,91.0,4.0,67.0,2019.0,204096.0
Cozy Room in Washington Heights Apt,11555845.0,Manhattan,Washington Heights,40.84543,-73.94283,Private room,58.0,1.0,280.0,2019.0,204096.0
Beautiful Bedroom in Manhattan,53725579.0,Manhattan,Washington Heights,40.84332,-73.93829000000001,Private room,45.0,1.0,227.0,2019.0,204096.0
Clean Private Room in Renovated Apartment,1921498.0,Manhattan,Washington Heights,40.844640000000005,-73.9355,Private room,59.0,9.0,109.0,2019.0,204096.0
Private cozy room in Manhattan,144006321.0,Manhattan,Washington Heights,40.84282,-73.94133000000001,Private room,45.0,1.0,87.0,2019.0,204096.0
Colorful & Spacious near A Express,14104449.0,Manhattan,Washington Heights,40.85111,-73.93325,Private room,88.0,2.0,122.0,2019.0,204096.0
Riverside Private Room,220605010.0,Manhattan,Washington Heights,40.83773,-73.94415,Private room,125.0,3.0,178.0,2019.0,204096.0
"""In The Heights""  2 Queen Beds in Huge Private Br.",27973267.0,Manhattan,Washington Heights,40.84942,-73.93223,Private room,150.0,1.0,188.0,2019.0,204096.0
Big Clean well-lit 2br by the subway in WaHi NYC!,3329425.0,Manhattan,Washington Heights,40.837340000000005,-73.94506,Entire home/apt,120.0,2.0,210.0,2019.0,204096.0
"Upper Manhattan room like a studio ""White room""",51992385.0,Manhattan,Washington Heights,40.84536,-73.93564,Private room,72.0,6.0,361.0,2019.0,204096.0
Beautiful 3 BR- 2 Full Baths in Upper Manhattan,1273890.0,Manhattan,Washington Heights,40.8513,-73.93681,Entire home/apt,185.0,30.0,331.0,2019.0,204096.0
Tranquil Washington Heights Space ,16288210.0,Manhattan,Washington Heights,40.84919,-73.94021,Private room,62.0,3.0,35.0,2019.0,204096.0
Beautiful Furnished Room!,5986790.0,Manhattan,Washington Heights,40.834179999999996,-73.94274,Private room,39.0,30.0,168.0,2019.0,204096.0
"""In The Heights"" King Br w/on-suite shared bath.",27973267.0,Manhattan,Washington Heights,40.85078,-73.93195,Private room,150.0,1.0,185.0,2019.0,204096.0
Dulce hogar,225313172.0,Manhattan,Washington Heights,40.83175,-73.94051999999999,Private room,50.0,2.0,170.0,2019.0,204096.0
Sun-drenched apartment in Washington Heights,8990490.0,Manhattan,Washington Heights,40.845420000000004,-73.93945,Private room,55.0,1.0,157.0,2019.0,204096.0
Bedroom with Private Bathroom,11208418.0,Manhattan,Washington Heights,40.841190000000005,-73.939,Private room,90.0,1.0,281.0,2019.0,204096.0
Confortable y limpio,250896604.0,Manhattan,Washington Heights,40.85487,-73.92759000000001,Private room,32.0,2.0,280.0,2019.0,204096.0
Spacious Room in Uptown Manhattan,7989115.0,Manhattan,Washington Heights,40.83299,-73.94527,Private room,150.0,2.0,364.0,2019.0,204096.0
"Large Sunny Room with King Size Bed, near subway",912921.0,Manhattan,Washington Heights,40.84362,-73.94253,Private room,47.0,3.0,174.0,2019.0,204096.0
Your special place in Manhattan FRONT room,191765199.0,Manhattan,Washington Heights,40.833870000000005,-73.94163,Private room,81.0,1.0,38.0,2019.0,204096.0
"Your Apartment in NEW YORK, all for yourself",191765199.0,Manhattan,Washington Heights,40.83265,-73.94012,Entire home/apt,120.0,1.0,154.0,2019.0,204096.0
NEEDS TO BE DEACTIVATED- NOT AVAILABLE,7437876.0,Manhattan,Washington Heights,40.833,-73.93806,Entire home/apt,99.0,3.0,365.0,2019.0,204096.0
Manhattan Landmark Sunny South facing Quiet Studio,7245581.0,Manhattan,Washington Heights,40.83493,-73.93859,Entire home/apt,68.0,150.0,338.0,2019.0,204096.0
Harlem Residence 2,10257350.0,Manhattan,Washington Heights,40.83325,-73.94444,Private room,50.0,2.0,52.0,2019.0,204096.0
Washington Heights Tranquil Getaway Bedroom,191229616.0,Manhattan,Washington Heights,40.834579999999995,-73.94227,Private room,55.0,7.0,125.0,2019.0,204096.0
Large River view room with king size bed,270849897.0,Manhattan,Washington Heights,40.83967,-73.94189,Private room,70.0,1.0,165.0,2019.0,204096.0
Room with a private bathroom,270849897.0,Manhattan,Washington Heights,40.83958,-73.94323,Private room,70.0,1.0,90.0,2019.0,204096.0
"Quite, clean & relaxing double bed room",143979484.0,Manhattan,Washington Heights,40.84532,-73.93814,Private room,68.0,3.0,253.0,2019.0,204096.0
Uptown Private Bedroom w/ Pvt Entrance & Full Bath,75973505.0,Manhattan,Washington Heights,40.86027,-73.9264,Private room,40.0,2.0,276.0,2019.0,204096.0
Bright and Cozy Uptown Retreat,43388555.0,Manhattan,Washington Heights,40.85139,-73.92952,Entire home/apt,120.0,2.0,37.0,2019.0,204096.0
GREAT 1BR apt 162st at Amsterdam av,7499240.0,Manhattan,Washington Heights,40.8392,-73.94216,Entire home/apt,120.0,1.0,314.0,2019.0,204096.0
"Upper West SIDE,Washington bridge,Time Square 30'",2730883.0,Manhattan,Washington Heights,40.85341,-73.93181,Entire home/apt,37.0,30.0,82.0,2019.0,204096.0
Room in Uptown Manhattan,84463909.0,Manhattan,Washington Heights,40.8385,-73.94313000000001,Private room,70.0,3.0,95.0,2019.0,204096.0
Quiet & cozy one bedroom in Washington Heights,192712383.0,Manhattan,Washington Heights,40.85573,-73.93181,Entire home/apt,115.0,2.0,81.0,2019.0,204096.0
Very small room near Columbia Uni med school,163813488.0,Manhattan,Washington Heights,40.84287,-73.94093000000001,Private room,43.0,1.0,116.0,2019.0,204096.0
Typical New York City LOFT studio,191765199.0,Manhattan,Washington Heights,40.83354,-73.94203,Entire home/apt,120.0,1.0,53.0,2019.0,204096.0
Apartamento muy acogedor en Manhattan,29574418.0,Manhattan,Washington Heights,40.8521,-73.93958,Entire home/apt,110.0,7.0,171.0,2019.0,204096.0
"MANHATTAN Neat, Nice, Bright ROOM",523218.0,Manhattan,Washington Heights,40.85295,-73.93361,Private room,67.0,2.0,296.0,2019.0,204096.0
Stevie's,37703550.0,Manhattan,Washington Heights,40.84751,-73.93864,Private room,45.0,2.0,35.0,2019.0,204096.0
Great room for students and tourists,127583166.0,Manhattan,Washington Heights,40.8398,-73.94384000000001,Private room,55.0,21.0,38.0,2019.0,204096.0
FEMALE ONLY 'Heaven'PrivateBed/SharedSpace w/Wifi,40509550.0,Manhattan,Washington Heights,40.84805,-73.94209000000001,Shared room,42.0,1.0,363.0,2019.0,204096.0
Large room in Washington Heights,3166165.0,Manhattan,Washington Heights,40.851209999999995,-73.93734,Private room,55.0,5.0,218.0,2019.0,204096.0
NEAR COLUMBIA PRESBYTERIAN HOSP- Students*Visitors,25237492.0,Manhattan,Washington Heights,40.84115,-73.94095,Private room,50.0,30.0,311.0,2019.0,204096.0
Very Clean and Very Large,107578852.0,Manhattan,Washington Heights,40.84258,-73.93789,Private room,100.0,30.0,365.0,2019.0,204096.0
Cozy Room in uptown Manhattan,241366980.0,Manhattan,Washington Heights,40.83685,-73.94176,Private room,75.0,2.0,223.0,2019.0,204096.0
Gorgeous apt. steps from subway,4061660.0,Manhattan,Washington Heights,40.83556,-73.94609,Private room,65.0,30.0,249.0,2019.0,204096.0
Private room in the heart of the Heights,210800401.0,Manhattan,Washington Heights,40.84655,-73.93332,Private room,60.0,3.0,81.0,2019.0,204096.0
Entire 3 bedroom apartment in beautiful Harlem,18042477.0,Manhattan,Washington Heights,40.833290000000005,-73.94055999999999,Entire home/apt,160.0,14.0,59.0,2019.0,204096.0
PRIVATE ROOM WITH PRIVATE BACKYARD!,40236486.0,Manhattan,Washington Heights,40.8403,-73.93833000000001,Private room,50.0,1.0,64.0,2019.0,204096.0
Small Comfy space,104028121.0,Manhattan,Washington Heights,40.85044,-73.93042,Private room,41.0,1.0,38.0,2019.0,204096.0
George Washington Bridge Delight- Entire Apt!,11003269.0,Manhattan,Washington Heights,40.85159,-73.94036,Entire home/apt,150.0,1.0,358.0,2019.0,204096.0
